name,ascencion_document_number,ascencion_document_date,ascencion_year,photo_url,birth_date,birth_place,death_date,death_place,burial_place,description
Nyai Akhmad Dahlan ,No Sk 042 / TK / 1971,22 September 1971,1971,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/61.jpg,1872,"Kauman, Yogyakarta, Indonesia",31 Mei 1946,"Kauman,Yogyakarta, Indonesia","Kauman, Gondomanan, Yogyakarta","Tokoh Emansipasi Perempuan. Tokoh Pembaharu Islam. Pendiri dan Pemimpin Aisyiyah. Berpastiripasi dalam diskusi perang bersama Jenderal Sudirman dan Presiden Sukarno.Lahir dengan nama Siti Walidah merupakan istri dari pendiri Muhammadiyah dan juga seorang pahlawan nasional K.H. Ahmad Dahlan. Walidah menyertai perjuangan suaminya dalam suka dan duka.Ia memprakasai berdirinya perkumpulan “Sopo Tresno” pada tahun 1914 untuk wanita Islam, yang mementingkan 3 bidang yaitu dakwah, pendidikan, dan sosial. Sopo Tresno kemudian dilebur menjadii “Aisiyiah” ditahun 1917, Aisiyah menjadi bagian wanita dari Muhammadiyah. Aisiyah berkembang, kemudian menyusul berdirinya perkumpulan untuk remaja puteri islam dengan nama “Nasyiatul Aisiyah”. Dalam bidang sosial Aisiyah mendirikan badan-badan yatim-piatu, fakir miskin, pemberantasan buta hurud dan sebagainya.Ia juga mendiriikan asrama puterii yang diselenggarkan dirumahnya, ia memberikan pendidikan keimanan, praktek ibadah, sampai berlatih pidato dan dakwah.Nyai Ahmad Dahlan terus melakukan perjuangannya bahkan setelah suaminya meninggal, ia membina genarasi muda terutama perempuan islam agar tekun, gigih, dan berpendidikan."
KH. Zainal Mustofa ,No Sk 064 / TK / 1972,06  November  1972,1972,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/62.jpg,1899,"Bageur, Cimerah, Singaparna, Tasikmalaya,Jawa Barat",25 Oktober 1944,"Ancol,Jakarta Utara, Indonesia","Sukamanah, Tasikmalaya","Kiai Haji Zainal Mustafa merupakan sosok yang terkenal karena sikapnya yang memberontak kepada penguasa, baik pada masa konial Belanda maupun Jepang.Mendirikan Pondok Pesantren Sukamanah pada 1927 diberinya nama Sukamanah yang artinya suka berpikir atau suka belajar.Pada tahun 1940 - 1941 melakukan serangan gencar kepada pemerintah kolonial Belanda, sehingga  pada  17 November 1941 K.H. Zainal Mustafa ditangkap dan dipenjarakan di Sukamiskin.Pada Jaman Jepang sikapnya tidak berubah, selalu hati-hati dengan penjajah sehingga ia dengan tegas menyatakan tidak mau bekerja sama dengan pemerintah Jepang.Pada  25 Februari 1944 Kiai Haji Zainal Mustafa, menerima tamu Jepang yang memintanya untuk menghadap kantor Kempetai di Tasikmalaya untuk meminta maaf. Utusan Jepang kemudian disergap dan dibunuh, hal ini berdampak penyerangan pesantren Sukamanah dari segala penjuru oleh tentara Jepang.  Kiai Haji Zainal Mustafa ditangkap dan dipenjarakan di penjara Cipinang, Jakarta. Kiai Haji Zainal Mustafa berpesan agar ketika diperiksa Jepang para santri menyelamatkan diri dan temannya, segala beban diserahkan kepada Kiai Haji Zainal Mustafa"
Sultan Hasanuddin ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/63.jpg,12 Januari 1631,"Makassar,Sulawesi Selatan",12 Juni 1670,"Makassar,Sulawesi Selatan","Gowa, Ujung Pandang","Merupakan Raja Gowa ke 16 yang menggabungkan kekuatan kerajaan-kerajaan di Indonesia bagian timur untuk melawan Kompeni (Belanda).Karena keberaniannya ia dijuluki De Haantjes van Het Osten oleh Belanda yang artinya Ayam Jantan dari TimurSultan Hasanuddin sangat keras menentang Belanda, berbagai penjanjian dan tuntutan VOC ditolak oleh Sultan, maka terjadi perlawanan dan pertempuran dengan VOC.Pada tanggal 7 Juli 1667 terjadi pertempuran besar antara Pasukan VOC yang dipimpin Speelman dengan pasukan Gowa yang dipimpin Sultan Hasanuddin. Pertempuran tersebut berjalan beberapa bulan yang menimbulkan kerugian pada pihak kerajaan Gowa, maka terjadi perjanjian Bongaya yang merupakan perjanjian perdamaian yang ditandatangani pada tanggal 18 November 1667 di Bungaya antara Kesultanan Gowa yang diwakili oleh Sultan Hasanuddin dan pihak VOC yang diwakili oleh Laksamana Cornelis Speelman . Perjajian ini merugikan kerajaan Gowa dan ditolak oleh Sultan Hasanuddin."
Kapitan Pattimura ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/64.jpg,8 Juni 1783,"Haria, Saparua, Maluku,Indonesia",16 Desember 1817,"New Victoria, Ambon, Maluku, Indonesia",Tidak Diketahui,"Perjuangannya melawan penjajahan Belanda yang masuk ke tanah Maluku untuk menguasai perdagangan rempah-rempah.Salah satu pertempuran terbesar yang dipimpinnya adalah ketika rakyat Maluku bersatu untuk merebut Benteng Duurstede dari tangan penjajah Belanda, benteng tersebut merupakan benteng Belanda pada abad ke-17.Seorang pemimpin yang berwibawa dan penuh kharisma. Dalam perlawanannya melawan penjajahan Belanda, Pattimura dikenal cerdik dan mampu menghimpun kekuatan besar rakyat Maluku sehingga mempersulit pergerakan Belanda di Maluku. Bahkan, namanya pun disegani oleh para pemimpin VOC kala itu yang harus memutar otak untuk menghadapi perlawanan rakyat Maluku.Kapitan Pattimura wafat di gantung oleh Belanda di benteng Victoria pada tahun 1817 yang merupakan Benteng peninggalan Portugis yang diambil alih oleh Belanda dan dipergunakan sebagai pusat pemerintahan, pertahanan, dan pembentukan kekuatan barisan tantara Belanda."
Pangeran Diponegoro ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/65.jpg,11 November 1785,"Yogyakarta,Indonesia",8 Januari 1855,"Makassar,Sulawesi Selatan","Jl. Diponogoro, Makassar","Raden Mas Ontowiryo atau lebih dikenal dengan Pangeran Diponegoro merupakan pemimpin Perang Jawa. Terbesar melawan     Belanda (Perang Diponegoro, 1825- 1830).Selama lima tahun memberontak, sang Pangeran telah membuat Belanda amat repot sekali.Bersamaan dengan semakin membesarnya pengaruh Belanda dalam masalah-masalah kerajaan, penindasan terhadap rakyat pun semakin meningkat pula. Pemerintah Belanda menyewakan tanah dalam jumlah yang tidak terbatas kepada pengusaha-pengusaha swasta Belanda untuk dijadikan perkebunan-perkebunan.Tindakan-tindakan pemerintah Belanda itu menimbulkan sikap antipati Pangeran Diponegoro.Diponegoro ditangkap. Ia dibawa ke utara Magelang dengan joli dan kemudian dipindahkan ke kereta dengan pengawasan kuat.Pangeran Diponegoro mendapatkan penghargaan tertinggi diberikan Dunia (UNESCO) pada 21 Juni 2013 menetapkan Babad Diponegoro sebagai Memory of the World."
Tuanku  Imam Bonjol ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/66.jpg,1772,"Bonjol, Pasaman, Sumatera Barat",6 November 1864,"Lotak,Pineleng, Minahasa, Sulawesi Utara","Pineleng, Kab.Minahasa","Tuanku Imam Bonjol atau Peto Syarif  adalah pahlawan nasional dari kampung Tanjung Bunga, Alahan Panjang, Kabupaten Pasaman, Sumatra Barat.Tuanku Imam Bonjol merupakan ulama terkemuka di Alahan Panjang, Bonjol yang mengembangkan paham paderi dengan cara persuasif. Hal ini mengurangi pertentangan antaracgolongan adat dan paderi di  Alahan Panjang dan berhasil menyebarkan Islam ke Tapanuli SelatanTuanku Imam Bonjol  memimpin pasukannya bergerak  ke pesisir  Pariaman dan Air Bangis untuk mengusir Belanda. Hal ini membuat Belanda pada 1824 mengadakan perjanjian damai melalui Perjanjian Masang.Tuanku Imam Bonjol pada 11 Januari 1833, bersama pasukannya  menyerang pertahanan Belanda yang berada di masjid Bonjol, yang direbut Belanda pada September 1832.Tuanku Imam Bonjol menolak ajakan damai Belanda melalui Plakat Panjang yang diumumkan pada 25 Oktober 1833 dengan syarat menghancurkan benteng pertahanan mereka.Tuanku Imam Bonjol pada 28 Oktober 1837, menerima ajakan berunding Residen Francis, namun Tuanku Imam Bonjol tertipu oleh siasat licik Belanda dan  Ambon hingga akhirnya wafat di Manado."
Teungku Chik Ditiro ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/67.jpg,1836,"Dayah Jrueng kenegerian Cumbok Lam Lo, Tiro,Pi",Januari 1891,"Benteng Aneuk Galong,Aceh Besar, Aceh, Indonesia","Indrapura, Aceh Besar","Teungku Tjik Di Tiro merupakan tokoh yang berpengaruh  besar di kalangan rakyat Aceh, Sehingga  Snouck Hurgronje harus menghubungi tokoh-tokoh aceh untuk menaklukan pendirian Tjik Di Tiro, namun pendirian Teungku Tjik Di Tiro tak tergoyahkan. Semangat juangnya membakar rakyat Aceh dalam melawan kekuatan Belanda.Teungku Tjik Di Tiro mengumpulkan pejuang-pejuang Aceh yang tercerai berai untuk membentuk pasukan yang dikenal sebagai Angkatan Perang Sabil.  Angkatan Perang Sabil telah menjadi kekuatan yang besar dan harus diperhitungkan Belanda.Teungku Tjik Di Tiro pada Mei 1881, bersama Angkatan Perang Sabil mengawali perebutan banteng-benteng Belanda di Indrapuri, dilanjutkan ke daerah Samahani di akhir tahun 1881.Teungku Tjik Di Tiro pada tanggal 12 Juni 1882 memecah pasukan perang sabil    menjadi tiga bagian dan  digerakkan ke Ulehleh ke Lok Ngha dan ke Lamtong untuk mengusir pasukan Belanda di Banda Aceh. Walaupun gagal upaya ini menjadi awal kemenangan Pasukan Angkatan Perang Sabil di wilayah Aceh lainnya dan membuat Belanda mengalami kerugian.Pada  1885 Teungku Tjik di Tiro mencatat kemenangan dengan berhasil merebut benteng Aneuk Galong. Kemenangan ini membuat Belanda berfikir keras membuat pasukan  Angkatan Perang Sabil menyerah, terutama panglimanya, Teungku Tjik di Tiro."
Teuku  Umar ,No Sk 087 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/68.jpg,1854,"Meulaboh, Aceh Barat, NAD, Indonesia",11 Februari 1899,"Meulaboh,Aceh Barat, NAD, Indonesia","Meulaboh, Aceh Barat","Teuku Umar adalah pahlawan nasional yang berasal dari Aceh yang berjuang gigih melawan kekuatan kolonial Belanda untuk hengkang dari tanah Aceh.Teuku Umar pada tanggal 14 Juni 1886  menyerang kapal Hok Canton milik Belanda dengan nakhoda Hans, orang Denmark. Umar menyerang kapal itu, karena ia menduga bahwa nahkodanya akan menangkap dirinya. Dalam pertempuran itu nakhoda tersebut tewas, kemudian kapal diserahkan kepada Belanda dengan uang tebusan sebesar 25.000 ringgit.Teuku Umar bersandiwara menyerah dan bergabung dengan Belanda dan berhasil membawa 800 pucuk senjata, 25.000 butir peluru, 500 kg amunisi dan uang 18.000 dollar.Teuku Umar bersama para pejuang Aceh lainnya, Panglima Polim, ulama-ulama para Ulebalang menyatukan kekuatan  untuk mengusir  Belanda dari tanah Aceh."
Dr. Wahidin Sudirohusodo ,No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/69.jpg,7 Januari 1852,"Mlati, Sleman, Yogyakarta,Indonesia",26 Mei 1917,"Yogyakarta, DIY,Indonesia","Mlati, Sleman","Seorang pendidik dan pelopor Pergerakan Nasional IndonesiaDr. Wahidin Sudiro Husodo melihat keadaan rakyat yang bodoh, miskin dan terbelakang,   hanya dengan pendidikan dan pengajaran,   kemiskinan, kebodohan dan keterbelakangan itu akan dapat dihilangkan.Mendapat gelar Mas Ngabei dari keraton Jogjakarta  sehingga Namanya menjadi Mas Ngabei Wahidin SoedirohoesodoDr. Wahidin Sudiro Husodo terkenal dengan ucapannya ”Apabila kita sama- sama meludah, pasti Belanda akan tenggelam di dalam lautan ludah kita”, hal ini merupakan harapan Wahidin untuk mengakhiri penjajahan Belanda.Pada 1894 menerbitkan dan memimpin sendiri majalah berbahasa Jawa Majalah Retno Dumilah dan menjadi media mengutarakan gagasan pendidikannya.Dr. Wahidin Sudiro Husodo  berusaha mendirikan sebuah badan yang akan memberikan beasiswa bagi anak-anak Indonesia yang cerdas, tetapi tidak mampu membiayai sekolahnya. Untuk   itu, pada tahun 1906 – 1907 Wahidin mengadakan perjalanan keliling tanah Jawa.Dr. Wahidin Sudiro Husodo pemikirannya menginspirasi lahirnya Budi Utomo pada 20 Mei 1908Dr. Wahidin Sudiro Husodo memimpin kongres I Budi Utomo pada  Oktober 1908 di Yogyakarta."
R. Otto Iskandardinata ,No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/70.jpg,31 Maret 1897,"Bojongsoang, Bandung,Jawa Barat",20 Desember 1945,"Mauk,Tangerang, Banten","Pasir Pahlawan, Lembang","Pejuang Kemerdekaan Indonesia. Anggota BPUPKI dan PPKI. Ketua Paguyuban Pasundan. Pemimpin Surat Kabar Tjahaja (1942-1945), Menteri Negara membantu membentuk BKR. Otto Iskandardinata bekerja sebagai guru HIS di Banjarnegara, Jawa Tengah dan berpindah-pindah hingga ke Pekalongan, Jawa Tengah. Perhatian terhadap pergerakan bangsanya dimulai ketika di HKS, ia sering membaca harian “De Exprees”.Pada tahun 1925 ia masuk kedalam Budi Utomo dan dipilih menjadi anggota Dewan Kota Pekalongan, ia juga memprakasai berdirinya “Sekolah Kartini” sebelum pindah ke Jakarta. Di Jakarta ia bekerja sebagai guru Muhammadiyah.Kegiatan politik diteruskannya di Jakarta dengan menjadi anggota dan kemudian menjadi ketua “Paguyuban Pasundan”, kemudian ia menjadi Sekretaris PPPKI, tahun 1930 ia menjadi anggota Volsraad dan dijuluki “Sijalak Harupat” karena keberaniannya. Ia juga memimpin warta harian berbahasa Sunda. Ia bergabung dakam Putera dan diangkat menjadi anggota “Jawa Hokokai” dan juga menjadi anggta “Cuo Sangi In”. Otto Iskandar mengusulkan agar Soekarno dan Hattan menjadi Presiden dan Wakul Presiden dalam sidang PPKI 18 Agustus 1945."
Robert  Wolter Mongisidi ,No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/71.jpg,14 Februari 1925,"Malalayang, Manado,Sulawesi Utara",5 September 1949,"Pacinang,Makassar, Sulawesi Selatan","TMPN Panaikang, Makassar Sulawesi Selatan","Robert Wolter Wonginsidi merupakan seorang pejuang kemerdekaan Indonesia.   Pada tanggal 17 Juli 1946, Monginsidi dengan Ranggong Daeng Romo dan lainnya membentuk Laskar Pemberontak Rakyat Indonesia Sulawesi (LAPRIS) untuk bertempur melawan Belanda.Robert Wolter Wonginsidi la bertugas sebagai penyelidik, karena mahir berbahasa asing dan mempunyai wajah yang mirip orang Indo-Belanda.Wolter seringkali memasuki kota Ujung Pandang seorang diri, ia menyamar sebagai anggota tentara Belanda, di tengah jalan Ia menghentikan Jeep tentara Belanda lalu ikut menumpang.Di tengah jalan Wolter segera menodongkan pistolnya ke arah pengemudi yang dibuatnya tidak berdaya, senjatanya dirampas dan demikian pula mobilnya.Perjuangan Wolter pun berakhir. Pada tahun 1947 dirinya tertangkap oleh pasukan Belanda dan kemudian dimasukkan ke penjara di Hoogepod Ujung Pandang.Pada tanggal 26 Maret 1949, Wolter diajukan ke muka pengadilan Kolonial Belanda. Pada akhirnya ia dijatuhi hukuman mati."
"Prof. Mohammad Yamin, SH. ",No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/72.jpg,24 Agustus 1903,"Talawi, Sawahlunto,Sumatera Barat",17 Oktober 1962,"Jakarta,Indonesia","Talawi, Sawahlunto","Aktifis Kemerdekaan Indonesia. Sastrawan, sejarawan, budayawan, politikus, ahli hukum. Anggota BPUPKI. Menteri Penerangan. Menteri Pengajaran, Pendidikan, dan Kebudayaan. Menteri Kehakiman. Menteri Sosial dan Budaya. Ketua Dewan Perancang Nasional. Ketua Dewan Pengawas IKBN Antara, dsb.Mohammad Yamin beraala dari kalangan ulama Minangkabau ayahnya adalah seorang pegawai mantri kopi. Ia menyesaikan sekolahnya di AMS dan melanjutkan sekolahnya ke perguruan tinggi dan mandapat gelar Mr (Sarjana Hukum). Saat bersekolah di Sumatera Barat, ia memimpin Jong Soematranen Bond, ia juga memasuki Partai Partindo, dan juga menjadi anggota Volksraad (1938-1942).Pada tahun 1923 ia mengemukakan gagasannya mengenai bahasa kebangsaan Indonesia yang berasal dari bahasa Melayu dengan sajak yang ditulisnya yang berjudul “Indonesia, Tanah Tumpah Darah” yang dilanjutkan dalam Kongres Pemuda I yaitu perlunya memiliki bahasa persatuan.Yamin memiliki kekuatan yang luar biasa membaca, menulis, dan berpidato. Ia menerbitkan banyak buku, diantarnya ken Arok dan Ken Dedes, Gajahmada, Diponegoro, Tan Malaha, Septa Darma, dan Tatanegara Majapahit."
Laksda TNI. Anm. Jos Sudarso ,No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/73.jpg,"Selasa Kliwon, 24 November 1925","Salatiga,Jawa Tengah","Senin Legi, 15 Januari 1962","Laut ArafuraKepulauan Aru, Indonesia",Tidak diketahui,"Pasca kemerdekaan Indonesia Yos Sudarso bergabung dengan Badan Keamanan Rakyat Laut atau BKR Laut, yaitu cikal bakal TNI-AL.Pada tanggal 3 Maret 1946 ikut ekspedisi maritim dengan kapal   Sindoro dan Semeru  untuk mengobarkan semangat Proklamasi Kemerdekaan               di Maluku.Pada masa agresi militer Belanda bergerilya disekitar Yogyakarta dan sesudah KMB, pada Oktober 1949, diperbantukan pada Kepala Staf Angkatan Perang di Yogyakarta.Pada April 1950  memimpin korvet ”Banteng” dalam  operasi di perairan Maluku Selatan untuk menumpas Pemberontakan RMS.Jos Soedarso pada  1957  pergi ke Italia untuk mengawasi pembuatan kapal perang ”RI Pattimura” di Livorno, Italia membawa  kapal  tersebut ke  Indonesia.Yos Sudarso telah mengorbankan nyawanya untuk republik dan demi menyelamatkan rekan-rekannya. KRI Macan Tutul tenggelam bersama 24 orang yang ikut bersamanya sebagai kusuma bangsa. Sedangkan 53 orang yang selamat dijadikan tawanan oleh Belanda."
Prof. DR. R. Suharso ,No Sk 088 / TK / 1973,06  November  1973,1973,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/74.jpg,13 Mei 1912,"Ampel, Boyolali, JawaTengah",27 Februari 1971,Rumah Jl.Slamet Riya,"Ampel, Boyolali","Pejuang       Kemanusiaan.       Dokter       ahli bedah. Bapak Orthopaedic Indonesia. Pendiri Pusat Rehabilitasi penderita cacat jasmani di Surakarta, Jawa Tengah. Pelopor Medis di Bidang Prostesis  (kaki  dan   tangan   tiruan).   Pendiri Rumah Sakit Ortopedi dan Yayasan Pemeliharaan Anak-anak Cacat di Surakarta.Sesudah Indonesia merdeka, ia menyumbangkan tenaga membantu perjuangan dengan merawat para korban pertempuran. Diantara para korban itu banyak yang kehilangan tangan atau kaki. Suharso merasa iba melihatnya dan tidak ingin mereka kehilangan semangat hidup, terlebih mereka telah berjuang demi bangsa dan negara. Beliau kemudian mencoba membuat tangan dan kaki buatan.Pada tahun 1950 ia berangkat ke Inggris untuk mendalami ilmu prothese. Sekembalinya dari luar negeri ia diangkat menjadi Pemimpin Umum Usaha Prosthese. Setahun kemudian Soeharso mendirikan dan menjadi Supervisor Rehabilitasi Centrum Penderita Cacat Tubuh di Surakarta. Perjuangannya makin berkembang. Pada tahun 1953 ia mendirikan Rumah Sakit Orthopedie di Surakarta, berikut Yayasan Pemeliharaan Anak-Anak Cacat."
Marsdfa TNI. Anm. Prof. DR. Abdurahman Saleh ,No Sk 071 / TK / 1974,09  November  1974,1974,https://direktoratk2krs.kemsos.go.id/admin-pc/assets/img/pahlawan/75.jpg,1 Juli 1909,"Jakarta, Indonesia",29 Juli 1947,"Maguwoharjo,Sleman, DI Yoyakarta.","Banguntapan, Bantul","Merupakan tokoh Awal di Angkatan Udara, Aktivis Kemerdekaan. Pendiri, dan Ketua organisasi Radio Republik Indonesia (RRI), beliau juga banyak membantu dalam hal keuangan dan teknis.Abdulrachman adalah lulusan GHS Perguruan Tinggi Kedokteran Batavia dan menjadi Bapak Fisiologi Kedokteran Indonesia. Kemudian ia menjadi dosen di NIAS dan UGM.Ia memiliki berbagai macam hobi yang ditekuninya, seperti olahraga penerbangan di klub Aeroclub, pengalaman yang kelak akan membantu perjuangan bangsa. Selain hobinya terhadap pesawat terbang, ia juga mendirikan pemancar radio gelap dengan nama siaran Radio Indonesia Merdeka kemudian menjadi Radio Republik Indonesia RRI.Abdulrachman bersama A. Adisucipto meninggal dalam pesawat Dakota VTLCA yang membawa instruktur dan obat milik pengusaha India yang menuju Indonesia, mereka diburu oleh pesawat Kittyhawk Belanda."
